0|59.93053662271138|30.361190642706250|"пр. Пятилеток, 1, лит. А"     |15|00|23|59|7|28
1|59.93483500189159|30.312915744996616|"наб. р. Мойки, 77"            |12|00|22|00|20|32
2|59.93020962393005|30.344668727362595|"ул. Рубинштейна, 11"          |17|30|23|59|12|16
3|59.92747151512196|30.385762727362515|"пл. Восстания",               |00|00|23|59|1|7
4|59.93834159539769|30.255518699501900|"Клубный пер., 15 корпус 2"    |13|00|23|59|7|43
5|59.97299690017068|30.288883152611902|"ул. Профессора Попова, 42"    |18|00|23|59|3|50
6|59.94661850482990|30.374904065740914|"Кирочная ул., 65"             |10|00|23|00|8|70
7|59.91594565407046|30.320737078189953|"Малодетскосельский пр., 25/12"|19|00|23|59|17|160
8|59.98041945670446|30.341679766205804|"Литовская ул., 1"             |00|00|23|59|2|320
9|59.94037623662708|30.384169887220708|"Дегтярный пер., 11Б"          |08|00|22|00|14|26
